2030,,,,,,,2040,,,,,
,México,Tipo (D: dato duro) /T: Tendecia),Fuente,Mundo,Tipo (D: dato duro) /T: Tendecia),Fuente,México ,Tipo (D: dato) /T: Tendecia),Fuente,Mundo,Tipo (D: dato) /T: Tendecia),Fuente 
31,"Buscaremos que la productividad de los tres estados con niveles más bajos, Chiapas, Oaxaca y Tlaxcala, para 2030 sea igual al nivel de productividad que tiene hoy en día Aguascalientes",T,https://www.gob.mx/cms/uploads/attachment/file/352973/Agenda_CEEG_2017-con-carta.pdf,"La Unión Europea seguirá disfrutando de una de las mayores rentas per cápita del mundo, pero el crecimiento relativo inferior implica que su peso en el PIB mundial se reduciría del 23,1 % al 15,5 % entre 2010 y 203",D,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,"la AIE estima que el PIB de México crecería a una tasa compuesta de 2.9 por ciento anual, que implicaría un crecimiento del PIB per cápita mexicano, al 2040 de 2 por ciento",T,https://amexhi.org/2040/VISION2040AMEXHI.pdf,La demanda de metales preciosos seguirá siendo pequeña,T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
32,"los tres estados más pobres en términos de PIB per cápita de 2016, Chiapas, Oaxaca y Guerrero, logren el nivel promedio de PIB per cápita de Chihuahua ese año en 2030",D,https://www.gob.mx/cms/uploads/attachment/file/352973/Agenda_CEEG_2017-con-carta.pdf,La zona del euro solo representaría el 10 % del PIB mundial. Se desprende que,D,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,nuestra economía podría ubicarse entre las primeras diez del mundo,T,https://amexhi.org/2040/VISION2040AMEXHI.pdf,La tasa de crecimiento de la demanda de productos agrícolas debería disminuir,T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
33,las empresas del CEEG consideramos que es posible duplicar el PIB per cápita nacional y mejorar su distribución para el 2030,T,https://www.gob.mx/cms/uploads/attachment/file/352973/Agenda_CEEG_2017-con-carta.pdf,El comercio directo e indirecto de servicios conformará casi el 50 % del valor de los flujos comerciales.,D,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,"vivirán en un país con una economía del doble del tamaño de la actual,",D,https://amexhi.org/2040/VISION2040AMEXHI.pdf,"La autosuficiencia en cereales seguirá siendo baja en regiones como Oriente Medio y África del Norte, que seguirán dependiendo de las importaciones.",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
34,"se espera que la pobreza disminuya, de tal manera que el porcentaje de la población en pobreza del estado más pobre, Chiapas, se acerque más al porcentaje nacional para el año 2030",T,https://www.gob.mx/cms/uploads/attachment/file/352973/Agenda_CEEG_2017-con-carta.pdf,"Para 2030, la economía china debería contribuir hasta al 30 % del crecimiento mundial.",D,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,La AIE ha concluido que la única manera en que México puede regresar a los 3.5 millones de barriles de producción implica que se lleven a cabo rondas exploratorias exitosas y sostener los niveles presupuestales de Pemex.,T,https://amexhi.org/2040/VISION2040AMEXHI.pdf,"América Latina y el Caribe podrían volverse autosuficientes en la producción de cereales, quizás incluso con un excedente de producción.",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
35,crear un millón de empleos formales al año a partir de 2030,D,https://www.gob.mx/cms/uploads/attachment/file/352973/Agenda_CEEG_2017-con-carta.pdf,Más del 90 % del crecimiento del PIB mundial se producirá fuera de Europa,D,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,el valor acumulado de la diferencia en la producción de petróleo para el año 2040 –“entre el escenario de nuevas políticas y de no Reforma”– es de 650 mil millones de USD,D,https://amexhi.org/2040/VISION2040AMEXHI.pdf,El crecimiento de la demanda de acero disminuirá junto con el de la construcción en las economías emergentes.,T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
36,Deducción del 100 por ciento de las prestaciones a los trabajadores.,D,https://www.gob.mx/cms/uploads/attachment/file/352973/Agenda_CEEG_2017-con-carta.pdf,"Para 2030, la economía china debería contribuir hasta al 30 % del crecimiento mundia",D,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,"La Agencia calcula que no implementar la reforma energética tendría, en el PIB del 2040, un impacto del 4 por ciento del mismo.",T,https://amexhi.org/2040/VISION2040AMEXHI.pdf,La escasez de materiales utilizados para la tecnología podría mitigarse mediante el desarrollo de alternativas tecnológicas.,T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
37,Deducción de las inversiones.,D,https://www.gob.mx/cms/uploads/attachment/file/352973/Agenda_CEEG_2017-con-carta.pdf,Está previsto que la tasa de crecimiento de China se reduzca drásticamente en pocos años del 10 % a menos del 5 %.,D,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,La Agencia ha calculado que el costo acumulado de este subsidio hasta el año 2040 sería de 50 mil millones de USD.,D,https://amexhi.org/2040/VISION2040AMEXHI.pdf,"Para 2040, India y China podrían concentrar el 50% de las importaciones mundiales de petróleo y gas, cambiando el enfoque del comercio de energía a Asia",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
38,Reducción del Impuesto sobre la Renta (ISR).,D,https://www.gob.mx/cms/uploads/attachment/file/352973/Agenda_CEEG_2017-con-carta.pdf,"El motor que estará detrás del crecimiento del continente africano no solo será su abundancia de materias primas, sino también su demografí}a.",D,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,"De acuerdo con Pulso Energético, para cumplir la meta de atraer 640 mil millones de dólares de aquí a 2040, México debe atraer el 2.4 por ciento de las inversiones de exploración y producción en todo el mundo",T,https://amexhi.org/2040/VISION2040AMEXHI.pdf,"Para 2040, Estados Unidos habrá pasado de ser el mayor importador de hidrocarburos del mundo a su principal exportador,",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
39,Acceso preferencial a programas de apoyo del gobierno y a compras de gobierno.,D,https://www.gob.mx/cms/uploads/attachment/file/352973/Agenda_CEEG_2017-con-carta.pdf,La riqueza per cápita de África Subsahariana será cinco veces menor que en China y la mitad que en la India,T,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,"si México es constante en la construcción de mercados competitivos y una economía del conocimiento con pleno apego a la transparencia y la rendición de cuentas, podría catapultar el crecimiento de su producción actual en hasta el 40 por ciento y agregar más de un billón de dólares a su PIB.",D,https://amexhi.org/2040/VISION2040AMEXHI.pdf,Estados Unidos se convertirá en el segundo mayor exportador de gas natural. ,T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
40,permitirá que empresas con ingresos anuales de hasta cinco millones de pesos se constituyan sin costo y en 24 horas,D,https://www.gob.mx/cms/uploads/attachment/file/352973/Agenda_CEEG_2017-con-carta.pdf,China  En 2035 importará el 75 % del petróleo y su consumo de gas podría triplicarse,D,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,"En la medida en que los términos y condiciones demuestren estar bien calibrados y se repliquen en cada proceso, se generarán sinergias importantes que reducirán el costo de operación y harán a la industria petrolera mexicana más competitiva",T,https://amexhi.org/2040/VISION2040AMEXHI.pdf,El Medio Oriente seguirá siendo el principal proveedor de petróleo ,T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
41,"introduce la oralidad por completo en los juicios mercantiles, que permitirá la solución de conflictos a través de medios alternativos como la conciliación y la mediación",T,https://www.gob.mx/cms/uploads/attachment/file/352973/Agenda_CEEG_2017-con-carta.pdf,La clave del desarrollo de África será el surgimiento de una clase media,D,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,prevé la pérdida de cerca de un millón de barriles diarios de producción y alrededor del 4 por ciento del PIB para 2040.,D,https://amexhi.org/2040/VISION2040AMEXHI.pdf,Rusia buscará aumentar sus exportaciones a Asia como una alternativa a las sanciones económicas de Estados Unidos y la UE.,T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
42,"Una propuesta adicional para combatir la corrupción y promover la transparencia es eliminar el uso de efectivo en pagos a servidores públicos y proveedores, así como implementar incentivos para impulsar el uso de los pagos digitales sobre el efectivo",T,https://www.gob.mx/cms/uploads/attachment/file/352973/Agenda_CEEG_2017-con-carta.pdf,"Entre las grandes nuevas economías medidas en PIB total en PPA en 2030 se incluyen México, Indonesia, Turquía, Nigeria y Vietnam",T,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,"En la medida en la que el Plan se cumpla a cabalidad y que cada licitación permita acceso a una mayor cantidad de oportunidades, México materializará la mayor cantidad de inversión–y actividad petrolera–posible",T,https://amexhi.org/2040/VISION2040AMEXHI.pdf,"Rusia continuará tejiendo una red de intereses económicos estratégicos a lo largo de la frontera siberiana, el Pacífico y el Medio Oriente, e intentará acceder al importante mercado indio",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
43,Implementar corredores logísticos seguros,T,https://www.gob.mx/cms/uploads/attachment/file/352973/Agenda_CEEG_2017-con-carta.pdf,"Los principales factores en el desarrollo económico de América Latina serán los recursos naturales, la educación y el envejecimiento de la población",T,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,México podría revertir por completo la declinación petrolera y reencontrar la senda del crecimiento petrolero.,T,https://amexhi.org/2040/VISION2040AMEXHI.pdf,Avances tecnológicos Y  los tiempos absolutos y relativos en que ocurren tendrán una relación directa con los precios de los diversos sectores energéticos.,T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
44,Fortalecer la seguridad en ferrocarriles.,T,https://www.gob.mx/cms/uploads/attachment/file/352973/Agenda_CEEG_2017-con-carta.pdf,"Se espera que Brasil, Colombia, Perú, Ecuador, Chile, Argentina y Costa Rica experimenten un crecimiento sostenido",T,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,México deberá invertir cerca del 2.9 por ciento de su PIB en desarrollar nueva infraestructura,T,https://amexhi.org/2040/VISION2040AMEXHI.pdf,"La demanda de los sectores petroquímico y de aviación continuará creciendo, aunque de manera más moderada, y podría alcanzar su punto máximo en dos o tres décadas.",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
45,Implementar mecanismos estatales de coordinación y vinculación entre la policía federal y las empresas.,T,https://www.gob.mx/cms/uploads/attachment/file/352973/Agenda_CEEG_2017-con-carta.pdf,"El dividendo demográfico de Brasil, Colombia, Perú, Ecuador, Chile, Argentina y Costa Rica disminuirá gradualmente y en los años de aquí a 2030 será crucial que tomen medidas previsoras para impulsar su productividad",T,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,"Según datos de IPIECA (2017), una institución que representa a la industria energética global en las discusiones sobre cambio climático, el sector de upstream por sí solo debe invertir alrededor de 700 mil millones de dólares por año hasta 2040 para alcanzar la demanda global de energía.",T,https://amexhi.org/2040/VISION2040AMEXHI.pdf,"El gas natural experimentará el mayor crecimiento en la demanda mundial de energía, lo que representa para 2040 una cuarta parte del consumo mundial.",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
